Identificacion,Disciplinarias,Contractuales,Fiscales
26795986,0,0,0
26853273,0,0,0
26876407,0,0,0
26879656,0,0,0
26880544,0,0,0
26905296,0,0,0
26911464,0,0,0
26914298,0,0,0
26926586,0,0,0
26987849,0,0,0
26988380,0,0,0
27016927,0,0,0
27028791,0,0,0
27041885,0,0,0
27075378,0,0,0
27081967,0,0,0
27082146,0,0,0
27082391,0,0,0
27082500,0,0,0
27094457,0,0,0
27094552,0,0,0
27097688,0,0,0
27105621,0,0,0
27146744,0,0,0
27149413,0,0,0
27149572,0,0,0
27150059,0,0,0
27168293,0,0,0
27190864,0,0,0
27198750,0,0,0
27199518,0,0,0
27221210,0,0,0
27228057,0,0,0
27228078,0,0,0
27233456,0,0,0
27251028,0,0,0
27251653,0,0,0
27253565,0,0,0
27254248,0,0,0
27255180,0,0,0
27255243,0,0,0
27255300,0,0,0
27255426,0,0,0
27260554,0,0,0
27261405,0,0,0
27277046,0,0,0
27303483,0,0,0
27314916,0,0,0
27328156,0,0,0
27328259,0,0,0
27355854,0,0,0
27361691,0,0,0
27381840,0,0,0
27388259,0,0,0
27396805,0,0,0
27399927,0,0,0
27400758,0,0,0
27400997,0,0,0
27402934,0,0,0
27405123,0,0,0
27432883,0,0,0
27442519,0,0,0
27461211,0,0,0
27480963,0,0,0
27533460,0,0,0
27538293,0,0,0
27592195,0,0,0
27604043,0,0,0
27673199,0,0,0
27696725,0,0,0
27720362,0,0,0
27785433,0,0,0
27794155,0,0,0
27805264,0,0,0
27806942,0,0,0
27815086,0,0,0
27818464,0,0,0
27830265,0,0,0
27837223,0,0,0
27879979,0,0,0
27881169,0,0,0
27887913,0,0,0
27894525,0,0,0
28020536,0,0,0
28140280,0,0,0
28152703,0,0,0
28168677,0,0,0
28169324,0,0,0
28177456,0,0,0
28177991,0,0,0
28182949,0,0,0
28212458,0,0,0
28307574,0,0,0
28337735,0,0,0
28428984,0,0,0
28429282,0,0,0
28469939,0,0,0
28478777,0,0,0
28496017,0,0,0
28533018,0,0,0
28537455,0,0,0
28544949,0,0,0
28553786,0,0,0
28554834,0,0,0
28554949,0,0,0
28555282,0,0,0
28558980,0,0,0
28559235,0,0,0
28559883,0,0,0
28561685,0,0,0
28566859,0,0,0
28566981,0,0,0
28588057,0,0,0
28631905,0,0,0
28649565,0,0,0
28649950,0,0,0
28652613,0,0,0
28657462,0,0,0
28683151,0,0,0
28688689,0,0,0
28799315,0,0,0
28822108,0,0,0
28837432,0,0,0
28846453,0,0,0
28905237,0,0,0
28916205,0,0,0
28918495,0,0,0
28929531,0,0,0
28951640,0,0,0
28963980,0,0,0
28968381,0,0,0
29105975,0,0,0
29182568,0,0,0
29281740,0,0,0
29285187,0,0,0
29332078,0,0,0
29332980,0,0,0
29347378,0,0,0
29352623,0,0,0
29353623,0,0,0
29363675,0,0,0
29400551,0,0,0
29435882,0,0,0
29505261,0,0,0
29522875,0,0,0
29532199,0,0,0
29539512,0,0,0
29567463,0,0,0
29583589,0,0,0
29663735,0,0,0
29664898,0,0,0
29667026,0,0,0
29675851,0,0,0
29685659,0,0,0
29704193,0,0,0
29709914,0,0,0
29785524,0,0,0
29810050,0,0,0
29814217,0,0,0
29817947,0,0,0
29890080,0,0,0
29900786,0,0,0
29909787,0,0,0
29916211,0,0,0
29973095,0,0,0
29995610,0,0,0
30006170,0,0,0
30061379,0,0,0
30078695,0,0,0
30080585,0,0,0
30080887,0,0,0
30083308,0,0,0
30097971,0,0,0
30142397,0,0,0
30179705,0,0,0
30230255,0,0,0
30230315,0,0,0
30236695,0,0,0
30239188,0,0,0
30270931,0,0,0
30275419,0,0,0
30277749,0,0,0
30282941,0,0,0
30287436,0,0,0
30290081,0,0,0
30291355,0,0,0
30294268,0,0,0
30299946,0,0,0
30300307,0,0,0
30300482,0,0,0
30305582,0,0,0
30312963,0,0,0
30313520,0,0,0
30313619,0,0,0
30320435,0,0,0
30328913,0,0,0
30330286,0,0,0
30331092,0,0,0
30332377,0,0,0
30335715,0,0,0
30336170,0,0,0
30338749,0,0,0
30349377,0,0,0
30388550,0,0,0
30391169,0,0,0
30392788,0,0,0
30394278,0,0,0
30394479,0,0,0
30394923,0,0,0
30396211,0,0,0
30403331,0,0,0
30403588,0,0,0
30405730,0,0,0
30412096,0,0,0
30413359,0,0,0
30413485,0,0,0
30414520,0,0,0
30414760,0,0,0
30415796,0,0,0
30569857,0,0,0
30572767,0,0,0
30572967,0,0,0
30573098,0,0,0
30573244,0,0,0
30578495,0,0,0
30657848,0,0,0
30659020,0,0,0
30660335,0,0,0
30660801,0,0,0
30661437,0,0,0
30662505,0,0,0
30662542,0,0,0
30668264,0,0,0
30669130,0,0,0
30669133,0,0,0
30682544,0,0,0
30685544,0,0,0
30685678,0,0,0
30689110,0,0,0
30689627,0,0,0
30702014,0,0,0
30702887,0,0,0
30704750,0,0,0
30705322,0,0,0
30710492,0,0,0
30710890,0,0,0
30712569,0,0,0
30720857,0,0,0
30729715,0,0,0
30733261,0,0,0
30733359,0,0,0
30733630,0,0,0
30735161,0,0,0
30737825,0,0,0
30737894,0,0,0
30739791,0,0,0
30741211,0,0,0
30742544,0,0,0
30743315,0,0,0
30743363,0,0,0
30743789,0,0,0
30743802,0,0,0
30744605,0,0,0
30776357,0,0,0
30791331,0,0,0
30805767,0,0,0
30847578,0,0,0
30871692,0,0,0
30939258,0,0,0
30971802,0,0,0
31041850,0,0,0
31096451,0,0,0
31136358,0,0,0
31156035,0,0,0
31158301,0,0,0
31178415,0,0,0
31200671,0,0,0
31268579,0,0,0
31269448,0,0,0
31273512,0,0,0
31302394,0,0,0
31307454,0,0,0
31308194,0,0,0
31323633,0,0,0
31389049,0,0,0
31409506,0,0,0
31415532,0,0,0
31426788,0,0,0
31429543,0,0,0
31433554,0,0,0
31470735,0,0,0
31497276,0,0,0
31499497,0,0,0
31520579,0,0,0
31524946,0,0,0
31539408,0,0,0
31549994,0,0,0
31592288,0,0,0
31610758,0,0,0
31627560,0,0,0
31628556,0,0,0
31642270,0,0,0
31643057,0,0,0
31655741,0,0,0
31714463,0,0,0
31847192,0,0,0
31849447,0,0,0
31852309,0,0,0
31902746,0,0,0
31905886,0,0,0
31911595,0,0,0
31916055,0,0,0
31932472,0,0,0
31942731,0,0,0
31962322,0,0,0
31964082,0,0,0
31984697,0,0,0
31987600,0,0,0
31990638,0,0,0
32008096,0,0,0
32016559,0,0,0
32091442,0,0,0
32143234,0,0,0
32160885,0,0,0
32182006,0,0,0
32183897,0,0,0
32201717,0,0,0
32202717,0,0,0
32226122,0,0,0
32277606,0,0,0
32280299,0,0,0
32288888,0,0,0
32293216,0,0,0
32296996,0,0,0
32297699,0,0,0
32298265,0,0,0
32311784,0,0,0
32445079,0,0,0
32556939,0,0,0
32560000,0,0,0
32560546,0,0,0
32561936,0,0,0
32562328,0,0,0
32564484,0,0,0
32583401,0,0,0
32605745,0,0,0
32619461,0,0,0
32662034,0,0,0
32697785,0,0,0
32706383,0,0,0
32721366,0,0,0
32723131,0,0,0
32730785,0,0,0
32733912,0,0,0
32737665,0,0,0
32740520,0,0,0
32741603,0,0,0
32743598,0,0,0
32748495,0,0,0
32751607,0,0,0
32754177,0,0,0
32760324,0,0,0
32767264,0,0,0
32769769,0,0,0
32777409,0,0,0
32779339,0,0,0
32786539,0,0,0
32796648,0,0,0
32797228,0,0,0
32810582,0,0,0
32824849,0,0,0
32834083,0,0,0
32836350,0,0,0
32836850,0,0,0
32849470,0,0,0
32873696,0,0,0
32875112,0,0,0
32883200,0,0,0
32887014,0,0,0
32888966,0,0,0
32896969,0,0,0
32908614,0,0,0
32937466,0,0,0
32940951,0,0,0
33065432,0,0,0
33197659,0,0,0
33204315,0,0,0
33204894,0,0,0
33217380,0,0,0
33220457,0,0,0
33223026,0,0,0
33238875,0,0,0
33273253,0,0,0
33273308,0,0,0
33273888,0,0,0
33277903,0,0,0
33308738,0,0,0
33332573,0,0,0
33333445,0,0,0
33339844,0,0,0
33339943,0,0,0
33352582,0,0,0
33354808,0,0,0
33365392,0,0,0
33365501,0,0,0
33366160,0,0,0
33368257,0,0,0
33368841,0,0,0
33369039,0,0,0
33369252,0,0,0
33369873,0,0,0
33376345,0,0,0
33376723,0,0,0
33378772,0,0,0
33379148,0,0,0
33379464,0,0,0
33447096,0,0,0
33447289,0,0,0
33480867,0,0,0
33516011,0,0,0
33645882,0,0,0
33646836,0,0,0
33702399,0,0,0
33750414,0,0,0
33818668,0,0,0
33915079,0,0,0
33967393,0,0,0
33967598,0,0,0
33993559,0,0,0
34319634,0,0,0
34322202,0,0,0
34323962,0,0,0
34324284,0,0,0
34328026,0,0,0
34328514,0,0,0
34372536,0,0,0
34435301,0,0,0
34445665,0,0,0
34518294,0,0,0
34522901,0,0,0
34524920,0,0,0
34527316,0,0,0
34527812,0,0,0
34536913,0,0,0
34541675,0,0,0
34544403,0,0,0
34549512,0,0,0
34549683,0,0,0
34549785,0,0,0
34551436,0,0,0
34551532,0,0,0
34552179,0,0,0
34554244,0,0,0
34556806,0,0,0
34556930,0,0,0
34558470,0,0,0
34558519,0,0,0
34559332,0,0,0
34561356,0,0,0
34561599,0,0,0
34561668,0,0,0
34562354,0,0,0
34563335,0,0,0
34563356,0,0,0
34564147,0,0,0
34565232,0,0,0
34566038,0,0,0
34566394,0,0,0
34566643,0,0,0
34566827,0,0,0
34567430,0,0,0
34567917,0,0,0
34569748,0,0,0
34570114,0,0,0
34595372,0,0,0
34596026,0,0,0
34600897,0,0,0
34606609,0,0,0
34609920,0,0,0
34610398,0,0,0
34673261,0,0,0
34679065,0,0,0
34750046,0,0,0
34944689,0,0,0
34946186,0,0,0
34948503,0,0,0
34978374,0,0,0
34984428,0,0,0
34987518,0,0,0
34989237,0,0,0
34991776,0,0,0
35114505,0,0,0
35116669,0,0,0
35116963,0,0,0
35117406,0,0,0
35252966,0,0,0
35254282,0,0,0
35260063,0,0,0
35263063,0,0,0
35264642,0,0,0
35312757,0,0,0
35320581,0,0,0
35353374,0,0,0
35353958,0,0,0
35378378,0,0,0
35414135,0,0,0
35423943,0,0,0
35425755,0,0,0
35476501,0,0,0
35477334,0,0,0
35487315,0,0,0
35500717,0,0,0
35519715,0,0,0
35520167,0,0,0
35520484,0,0,0
35523113,0,0,0
35523969,0,0,0
35531020,0,0,0
35531364,0,0,0
35545208,0,0,0
35545288,0,0,0
35545308,0,0,0
35545388,0,0,0
35547010,0,0,0
35547170,0,0,0
35555684,0,0,0
35602683,0,0,0
35605683,0,0,0
35696877,0,0,0
35697550,0,0,0
35785227,0,0,0
35890828,0,0,0
35892177,0,0,0
35892477,0,0,0
35897200,0,0,0
35897785,0,0,0
35898746,0,0,0
35990729,0,0,0
36066624,0,0,0
36067759,0,0,0
36068834,0,0,0
36069417,0,0,0
36156393,0,0,0
36163329,0,0,0
36167408,0,0,0
36176375,0,0,0
36182424,0,0,0
36183132,0,0,0
36276012,0,0,0
36282564,0,0,0
36292465,0,0,0
36293790,0,0,0
36303429,0,0,0
36304251,0,0,0
36307812,0,0,0
36308060,0,0,0
36308173,0,0,0
36313311,0,0,0
36345994,0,0,0
36348065,0,0,0
36383140,0,0,0
36386198,0,0,0
36390844,0,0,0
36496364,0,0,0
36506076,0,0,0
36506636,0,0,0
36518530,0,0,0
36530141,0,0,0
36544037,0,0,0
36544095,0,0,0
36562863,0,0,0
36594015,0,0,0
36604338,0,0,0
36616353,0,0,0
36620758,0,0,0
36722288,0,0,0
36725094,0,0,0
36752405,0,0,0
36752917,0,0,0
36754656,0,0,0
36755633,0,0,0
36756014,0,0,0
36758113,0,0,0
36758223,0,0,0
36758296,0,0,0
36758949,0,0,0
36759333,0,0,0
36759772,0,0,0
36810851,0,0,0
36811098,0,0,0
36811451,0,0,0
36835623,0,0,0
36861046,0,0,0
36862117,0,0,0
36862472,0,0,0
36931526,0,0,0
36932177,0,0,0
36996972,0,0,0
37003584,0,0,0
37011247,0,0,0
37040445,0,0,0
37060398,0,0,0
37080047,0,0,0
37080887,0,0,0
37082510,0,0,0
37083049,0,0,0
37083149,0,0,0
37083659,0,0,0
37083729,0,0,0
37084898,0,0,0
37085195,0,0,0
37086824,0,0,0
37087298,0,0,0
37120234,0,0,0
37120239,0,0,0
37120243,0,0,0
37121319,0,0,0
37121691,0,0,0
37122261,0,0,0
37122614,0,0,0
37258778,0,0,0
37271003,0,0,0
37272273,0,0,0
37273128,0,0,0
37290485,0,0,0
37290803,0,0,0
37292048,0,0,0
37314665,0,0,0
37326151,0,0,0
37326456,0,0,0
37327046,0,0,0
37331288,0,0,0
37332912,0,0,0
37334059,0,0,0
37334440,0,0,0
37334969,0,0,0
37336977,0,0,0
37337727,0,0,0
37338308,0,0,0
37339677,0,0,0
37343437,0,0,0
37343933,0,0,0
37344889,0,0,0
37345275,0,0,1
37396910,0,0,0
37396954,0,0,0
37397498,0,0,0
37399449,0,0,0
37440428,0,0,0
37442827,0,0,0
37443092,0,0,0
37505836,0,0,0
37510296,0,0,0
37545784,0,0,0
37557607,0,0,0
37575968,0,0,0
37577735,0,0,0
37580855,0,0,0
37616202,0,0,0
37671200,0,0,0
37697497,0,0,0
37707870,0,0,0
37721483,0,0,0
37724793,0,0,0
37726737,0,0,0
37727556,0,0,0
37750444,0,0,0
37751146,0,0,0
37840627,0,0,0
37843366,0,0,0
37899147,0,0,0
37901273,0,0,0
37946711,0,0,0
37946843,0,0,0
37947056,0,0,0
38140310,0,0,0
38143651,0,0,0
38201861,0,0,0
38210124,0,0,0
38210382,0,0,0
38210881,0,0,0
38211728,0,0,0
38212554,0,0,0
38225391,0,0,0
38236184,0,0,0
38242816,0,0,0
38256636,0,0,0
38280367,0,0,0
38284755,0,0,0
38286282,0,0,0
38361351,0,0,0
38362691,0,0,0
38363934,0,0,0
38364286,0,0,0
38461717,0,0,0
38464152,0,0,0
38467088,0,0,0
38468632,0,0,0
38472138,0,0,0
38486676,0,0,0
38561179,0,0,0
38567892,0,0,0
38604885,0,0,0
38611563,0,0,0
38643239,0,0,0
38791331,0,0,0
38862371,0,0,0
38872371,0,0,0
38888906,0,0,0
38900527,0,0,0
38944204,0,0,0
38946188,0,0,0
39011603,0,0,0
39014247,0,0,0
39014393,0,0,0
39019467,0,0,0
39037638,0,0,0
39050090,0,0,0
39092287,0,0,0
39141781,0,0,0
39158079,0,0,0
39179122,0,0,0
39213331,0,0,0
39280367,0,0,0
39282585,0,0,0
39283740,0,0,0
39288181,0,0,0
39306258,0,0,0
39419305,0,0,0
39419866,0,0,0
39425517,0,0,0
39446085,0,0,0
39451941,0,0,0
39522796,0,0,0
39535490,0,0,0
39546045,0,0,0
39546909,0,0,0
39547443,0,0,0
39548045,0,0,0
39548341,0,0,0
39555729,0,0,0
39556640,0,0,0
39566395,0,0,0
39569481,0,0,0
39571699,0,0,0
39571853,0,0,0
39572967,0,0,0
39575273,0,0,0
39580848,0,0,0
39580996,0,0,0
39581297,0,0,0
39582047,0,0,0
39614852,0,0,0
39615825,0,0,0
39616830,0,0,0
39620038,0,0,0
39620069,0,0,0
39621436,0,0,0
39621753,0,0,0
39623283,0,0,0
39624202,0,0,0
39625485,0,0,0
39629017,0,0,0
39636662,0,0,0
39647866,0,0,0
39648679,0,0,0
39648934,0,0,0
39659424,0,0,0
39671867,0,0,0
39675700,0,0,0
39677147,0,0,0
39677174,0,0,0
39679285,0,0,0
39681554,0,0,0
39682189,0,0,0
39687926,0,0,0
39701652,0,0,0
39702322,0,0,0
39703785,0,0,0
39704967,0,0,0
39705606,0,0,0
39708430,0,0,0
39711426,0,0,0
39730150,0,0,0
39740457,0,0,0
39741635,0,0,0
39743551,0,0,0
39743564,0,0,0
39744058,0,0,0
39744311,0,0,0
39744372,0,0,0
39749939,0,0,0
39781099,0,0,0
39841238,0,0,0
40017247,0,0,0
40017324,0,0,0
40022632,0,0,0
40022661,0,0,0
40022775,0,0,0
40024485,0,0,0
40025228,0,0,0
40026984,0,0,0
40027941,0,0,0
40029072,0,0,0
40031962,0,0,0
40032015,0,0,0
40033759,0,0,0
40034799,0,0,0
40036001,0,0,0
40037956,0,0,0
40039580,0,0,0
40040084,0,0,0
40040508,0,0,0
40040608,0,0,0
40043699,0,0,0
40043834,0,0,0
40044343,0,0,0
40044911,0,0,0
40045254,0,0,0
40045442,0,0,0
40045588,0,0,0
40045910,0,0,0
40046338,0,0,0
40046464,0,0,0
40047694,0,0,0
40047723,0,0,0
40048498,0,0,0
40048953,0,0,0
40049334,0,0,0
40049905,0,0,0
40080483,0,0,0
40087749,0,0,0
40179167,0,0,0
40186791,0,0,0
40189232,0,0,0
40326186,0,0,0
40327100,0,0,0
40327404,0,0,0
40328357,0,0,0
40328547,0,0,0
40328609,0,0,0
40329837,0,0,0
40333650,0,0,0
40334768,0,0,0
40341829,0,0,0
40342601,0,0,0
40362672,0,0,0
40369971,0,0,0
40376185,0,0,0
40378285,0,0,0
40378362,0,0,0
40383519,0,0,0
40383754,0,0,0
40390585,0,0,0
40392150,0,0,0
40396971,0,0,1
40400019,0,0,0
40400434,0,0,0
40403860,0,0,0
40411395,0,0,0
40420868,0,0,0
40428173,0,0,0
40428228,0,0,0
40434334,0,0,0
40434911,0,0,0
40438589,0,0,0
40438772,0,0,0
40440153,0,0,0
40443511,0,0,0
40445280,0,0,0
40612932,0,0,0
40613846,0,0,0
40613870,0,0,0
40728663,0,0,0
40763854,0,0,0
40768042,0,0,0
40774297,0,0,0
40777084,0,0,0
40780136,0,0,0
40797443,0,0,0
40804833,0,0,0
40912649,0,0,0
40915142,0,0,0
40923148,0,0,0
40923635,0,0,0
40935498,0,0,0
40935519,0,0,0
40935533,0,0,0
40938175,0,0,0
40940542,0,0,0
40941178,0,0,0
40972473,0,0,0
40986214,0,0,0
40989355,0,0,0
40989709,0,0,0
40991571,0,0,0
40993702,0,0,0
41058508,0,0,0
41059979,0,0,0
41100708,0,0,0
41112339,0,0,0
41120257,0,0,0
41181601,0,0,0
41219577,0,0,0
41240747,0,0,0
41241862,0,0,0
41242110,0,0,0
41242804,0,0,0
41251517,0,0,0
41359942,0,0,0
41418933,0,0,0
41447432,0,0,0
41490004,0,0,0
41514179,0,0,0
41516703,0,0,0
41544980,0,0,0
41565068,0,0,0
41592348,0,0,0
41593957,0,0,0
41619908,0,0,0
41639765,0,0,0
41640277,0,0,0
41661596,0,0,0
41672680,0,0,0
41680413,0,0,0
41681810,0,0,0
41688351,0,0,0
41690100,0,0,0
41694017,0,0,0
41700210,0,0,0
41700280,0,0,0
41702495,0,0,0
41712660,0,0,0
41715245,0,0,0
41718325,0,0,0
41731169,0,0,0
41733448,0,0,0
41754174,0,0,0
41762967,0,0,0
41774947,0,0,0
41871450,0,0,0
41872685,0,0,0
41899689,0,0,0
41900296,0,0,0
41900955,0,0,0
41909492,0,0,0
41910083,0,0,0
41910322,0,0,0
41911377,0,0,0
41912000,0,0,0
41912125,0,0,0
41912543,0,0,0
41914470,0,0,0
41916532,0,0,0
41920640,0,0,0
41927543,0,0,0
41928473,0,0,0
41929860,0,0,0
41929893,0,0,0
41932705,0,0,0
41932918,0,0,0
41936144,0,0,0
41938305,0,0,0
41938989,0,0,0
41939500,0,0,0
41939897,0,0,0
41941275,0,0,0
41944154,0,0,0
41948389,0,0,0
41949292,0,0,0
41950819,0,0,0
41951903,0,0,0
41952842,0,0,0
41954120,0,0,0
41958762,0,0,0
41962792,0,0,0
41962943,0,0,0
42003949,0,0,0
42015946,0,0,0
42018949,0,0,0
42057598,0,0,0
42063465,0,0,0
42063495,0,0,0
42099702,0,0,0
42104042,0,0,0
42104712,0,0,0
42106259,0,0,0
42118465,0,0,0
42118468,0,0,0
42120416,0,0,0
42123016,0,0,0
42127151,0,0,0
42127691,0,0,0
42130613,0,0,0
42132018,0,0,0
42132414,0,0,0
42141280,0,0,0
42143056,0,0,0
42148205,0,0,0
42152319,0,0,0
42164000,0,0,0
42165652,0,0,0
42404903,0,0,0
42452834,0,0,0
42480972,0,0,0
42498825,0,0,0
42539043,0,0,0
42545323,0,0,0
42547680,0,0,0
42653552,0,0,0
42685024,0,0,0
42769284,0,0,0
42778384,0,0,0
42780474,0,0,0
42781684,0,0,0
42788435,0,0,0
42963799,0,0,0
42973995,0,0,0
43066827,0,0,0
43080681,0,0,0
43084757,0,0,0
43145558,0,0,0
43150821,0,0,0
43153983,0,0,0
43155999,0,0,0
43186905,0,0,0
43203013,0,0,0
43203982,0,0,0
43255259,0,0,0
43262811,0,0,0
43268882,0,0,0
43269217,0,0,0
43281250,0,0,0
43300131,0,0,0
43341527,0,0,0
43373481,0,0,0
43422635,0,0,0
43427543,0,0,0
43475430,0,0,0
43476569,0,0,0
43477774,0,0,0
43480648,0,0,0
43482164,0,0,0
43482595,0,0,0
43490955,0,0,0
43496834,0,0,0
43505665,0,0,0
43509429,0,0,0
43513414,0,0,0
43517263,0,0,0
43521233,0,0,0
43533530,0,0,0
43542909,0,0,0
43550030,0,0,0
43555912,0,0,0
43562227,0,0,0
43565043,0,0,0
43571559,0,0,0
43585353,0,0,0
43595362,0,0,0
43600251,0,0,0
43600862,0,0,0
43617864,0,0,0
43619187,0,0,0
43639755,0,0,0
43640907,0,0,0
43657395,0,0,0
43666667,0,0,0
43669443,0,0,0
43669548,0,0,0
43674382,0,0,0
43688127,0,0,0
43688597,0,0,0
43689476,0,0,0
43703862,0,0,0
43723636,0,0,0
43732509,0,0,0
43738357,0,0,0
43745001,0,0,0
43748050,0,0,0
43757484,0,0,0
43759419,0,0,0
43781237,0,0,0
43789194,0,0,0
43802553,0,0,0
43811565,0,0,0
43828485,0,0,0
43830585,0,0,0
43831423,0,0,0
43855713,0,0,0
43857114,0,0,0
43866720,0,0,0
43870371,0,0,0
43903645,0,0,0
43903809,0,0,0
43906563,0,0,0
43908102,0,0,0
43921356,0,0,0
43922002,0,0,0
43925660,0,0,0
43974212,0,0,0
43979380,0,0,0
43983457,0,0,0
43987139,0,0,0
43990116,0,0,0
43997057,0,0,0
43997215,0,0,0
44005351,0,0,0
44156692,0,0,0
44157232,0,0,0
44160070,0,0,0
44170529,0,0,0
44192306,0,0,0
44205355,0,0,0
44286660,0,0,0
45035280,0,0,0
45398384,0,0,0
45420723,0,0,0
45473448,0,0,0
45480144,0,0,0
45490864,0,0,0
45498685,0,0,0
45501389,0,0,0
45503283,0,0,0
45507957,0,0,0
45518704,0,0,0
45530579,0,0,0
45532570,0,0,0
45532576,0,0,0
45537725,0,0,0
45542397,0,0,0
45543096,0,0,0
45548937,0,0,0
45554133,0,0,0
45563527,0,0,0
45563558,0,0,0
45583993,0,0,0
45593945,0,0,0
45621642,0,0,0
45646018,0,0,0
45685832,0,0,0
45687123,0,0,0
45691651,0,0,0
45743912,0,0,0
45760326,0,0,0
45763167,0,0,0
45766978,0,0,0
45767367,0,0,0
45770003,0,0,0
45781126,0,0,0
46172096,0,0,0
46192712,0,0,0
46304659,0,0,0
46352430,0,0,0
46357783,0,0,0
46360070,0,0,0
46361183,0,0,0
46361494,0,0,0
46364158,0,0,0
46368831,0,0,0
46368925,0,0,0
46372536,0,0,0
46374188,0,0,0
46374385,0,0,0
46379844,0,0,0
46381694,0,0,0
46382441,0,0,0
46385256,0,0,0
46385375,0,0,0
46385379,0,0,0
46385530,0,0,0
46453747,0,0,0
46453852,0,0,0
46457128,0,0,0
46661129,0,0,0
46661940,0,0,0
46664582,0,0,0
46665064,0,0,0
46666149,0,0,0
46667162,0,0,0
46667457,0,0,0
46669429,0,0,0
46669478,0,0,0
46670795,0,0,0
46671442,0,0,0
46672235,0,0,0
46674382,0,0,0
46676075,0,0,0
46677438,0,0,0
46680467,0,0,0
46682980,0,0,0
46683245,0,0,0
46787910,0,0,0
47339421,0,0,0
47427484,0,0,0
47428884,0,0,0
47429080,0,0,0
47430320,0,0,0
47431059,0,0,0
47431198,0,0,0
47433891,0,0,0
47435060,0,0,0
47436064,0,0,0
47437004,0,1,0
47437322,0,0,0
47437532,0,0,0
47439032,0,0,0
47440638,0,0,0
47442144,0,0,0
47842725,0,0,0
48519187,0,0,0
48600263,0,0,0
48601141,0,0,0
48605802,0,0,0
48605805,0,0,0
48628945,0,0,0
48868137,0,0,0
49081753,0,0,0
49552803,0,0,0
49554822,0,0,0
49555032,0,0,0
49555216,0,0,0
49556986,0,0,0
49605527,0,0,0
49606305,0,0,0
49606639,0,0,0
49657673,0,0,0
49665123,0,0,0
49667122,0,0,0
49720822,0,0,0
49724249,0,0,0
49752709,0,0,0
49762007,0,0,0
49771080,0,0,0
49784242,0,0,0
49786102,0,0,0
49788749,0,0,0
49797119,0,0,0
50853191,0,0,0
50886650,0,0,0
50908008,0,0,0
50909071,0,0,0
50914737,0,0,0
50916286,0,0,0
50919757,0,0,0
50922861,0,0,0
50926293,0,0,0
50927670,0,0,0
50929608,0,0,0
50932278,0,0,0
50932722,0,0,0
50932742,0,0,0
50934878,0,0,0
50938140,0,0,0
50938794,0,0,0
50938968,0,0,0
50941901,0,0,0
50942839,0,0,0
50971156,0,0,0
50972335,0,0,0
50972355,0,0,0
50985250,0,0,0
50986485,0,0,0
51215746,0,0,0
51560512,0,0,0
51561830,0,0,0
51562043,0,0,0
51564465,0,0,0
51567614,0,0,0
51591888,0,0,0
51611134,0,0,0
51611154,0,0,0
51616324,0,0,0
51626149,0,0,0
51637063,0,0,0
51642519,0,0,0
51645601,0,0,0
51648340,0,0,0
51655965,0,0,0
51658904,0,0,0
51667919,0,0,0
51694160,0,0,0
51697714,0,0,0
51698124,0,0,0
51703983,0,0,0
51705026,0,0,0
51705861,0,0,0
51714253,0,0,0
51720602,0,0,0
51727758,0,0,0
51742267,0,0,0
51743958,0,0,0
51744284,0,0,0
51748938,0,0,0
51754830,0,0,0
51755085,0,0,0
51755103,0,0,0
51758521,0,0,0
51766085,0,0,0
51772180,0,0,0
51778521,0,0,0
51778746,0,0,0
51781487,0,0,0
51782471,0,0,0
51788321,0,0,0
51788654,0,0,0
51801071,0,0,0
51802821,0,0,0
51809086,0,0,0
51812799,0,0,0
51819187,0,0,0
51822744,0,0,0
51830136,0,0,0
51832996,0,0,0
51845296,0,0,0
51853854,0,0,0
51868698,0,0,0
51870178,0,0,0
51872308,0,0,0
51874661,0,0,0
51883279,0,0,0
51889973,0,0,0
51891375,0,0,0
51899973,0,0,0
51903528,0,0,0
51903957,0,0,0
51908242,0,0,0
51911432,0,0,0
51913228,0,0,0
51914426,0,0,0
51933924,0,0,0
51939411,0,0,0
51940206,0,0,0
51941955,0,0,0
51941973,0,0,0
51943484,0,0,0
51947056,0,0,0
51957017,0,0,0
51958365,0,0,0
51963407,0,0,0
51964299,0,0,0
51965692,0,0,0
51971293,0,0,0
51972169,0,0,0
51976194,0,0,0
51977895,0,0,0
51978336,0,0,0
51988452,0,0,0
51998452,0,0,0
52006755,0,0,0
52009414,0,0,0
52014927,0,0,0
52017610,0,0,0
52022583,0,0,0
52022745,0,0,0
52027123,0,0,0
52039507,0,0,0
52048096,0,0,0
52048986,0,0,0
52051935,0,0,0
52053817,0,0,0
52057791,0,0,0
52063245,0,0,0
52064016,0,0,0
52065493,0,0,0
52094793,0,0,0
52095107,0,0,0
52096033,0,0,0
52097577,0,0,0
52100515,0,2,0
52101633,0,0,0
52102213,0,0,0
52104553,0,0,0
52105062,0,0,0
52110306,0,0,0
52115793,0,0,0
52116531,0,0,0
52150683,0,0,0
52158210,0,0,0
52160233,0,0,0
52163886,0,0,0
52189620,0,0,0
52191272,0,0,0
52192474,0,0,0
52194474,0,0,0
52198059,0,0,0
52214785,0,0,0
52215476,0,0,0
52215746,0,0,0
52217499,0,0,0
52220704,0,0,0
52229702,0,0,0
52233650,0,0,0
52238176,0,0,0
52249451,0,0,0
52255927,0,0,0
52260513,0,0,0
